Invoice_Line,Related_Doc,Code,Charge_Name,Charge_Type,Description,Amount,Mileage,Family,SKUs,TV_Size,TV_Qty,Status,Strategy,Expected,Diff,Contract_Ref,Note
1839,7326494061,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,20.88,refrigerators,"HA-HAUL-AWY, RF90F29AEWAA, HA-INST-BESPOKE00, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1840,7326494061,1305771,Installation Fee,installation,White Glove,17.03,20.88,refrigerators,"HA-HAUL-AWY, RF90F29AEWAA, HA-INST-BESPOKE00, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1841,7326494061,1305780,Unknown,Unknown,Unknown,20.42,20.88,refrigerators,"HA-HAUL-AWY, RF90F29AEWAA, HA-INST-BESPOKE00, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1842,7326494061,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,20.88,refrigerators,"HA-HAUL-AWY, RF90F29AEWAA, HA-INST-BESPOKE00, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1843,7325571087,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,16.02,108.88,tvs,"UN70U8000FFXZA, DM_CE_STANDARD_LARGE",70-inch,1,MATCH (FSA),FSA_12thAmd_Table,16.02,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($129.2) = $16.02
1844,7325571087,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,129.2,108.88,tvs,"UN70U8000FFXZA, DM_CE_STANDARD_LARGE",70-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,129.2,-0.0,12th Amd (Pg 3): TV Threshold 100-125 Miles @ $126.67,Size: 70-inch | Calc: 1 Unit: $126.67 * 1.02 (GRI) = $129.2
1845,7326247946,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,2.55,tvs,"QN55LS03FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1846,7326247946,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,2.55,tvs,"QN55LS03FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 55-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1847,7326247989,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,7.12,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1848,7326247989,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,7.12,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 65-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1849,7326249482,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,14.32,tvs,"QN55QEF1AFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1850,7326249482,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,14.32,tvs,"QN55QEF1AFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 55-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1851,7326439156,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,31.74,"refrigerators, ranges","NSG6DB830012AA, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1852,7326439156,1305774,Installation Fee,installation,Complex Install (Costco - $35),39.71,31.74,"refrigerators, ranges","NSG6DB830012AA, HA-HAUL-AWY, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1853,7326439156,1305771,Installation Fee,installation,White Glove,17.03,31.74,"refrigerators, ranges","NSG6DB830012AA, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1854,7326439156,1305780,Unknown,Unknown,Unknown,20.42,31.74,"refrigerators, ranges","NSG6DB830012AA, HA-HAUL-AWY, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1855,7326439156,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,31.74,"refrigerators, ranges","NSG6DB830012AA, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1856,7326460470,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,14.81,ranges,"NSE6DB830012AA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1857,7326460470,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,14.81,ranges,"NSE6DB830012AA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1858,7326249483,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,14.53,22.31,tvs,"QN75LS03DAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,14.53,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($24.48 + $92.67) = $14.53
1859,7326249483,1305771,Installation Fee,installation,White Glove,24.48,22.31,tvs,"QN75LS03DAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",75-inch,1,MATCH (White Glove),TV_WhiteGlove_12thAmd,24.48,0.0,12th Amd (Pg 3): White Glove (TV) @ $24.0,Code 1305771 | Calc: $24.0 * 1.02 (GRI) = $24.48
1860,7326249483,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,22.31,tvs,"QN75LS03DAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 75-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1861,7326420078,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,19.33,tvs,"QN75QN90FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1862,7326420078,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,19.33,tvs,"QN75QN90FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 75-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1863,7326250421,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.06,120.44,tvs,"DM_CE_WHITEGLOVE_LARGE_PAID, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.06,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($24.48 + $129.2) = $19.06
1864,7326250421,1305771,Installation Fee,installation,White Glove,24.48,120.44,tvs,"DM_CE_WHITEGLOVE_LARGE_PAID, QN65LS03FWFXZA",65-inch,1,MATCH (White Glove),TV_WhiteGlove_12thAmd,24.48,0.0,12th Amd (Pg 3): White Glove (TV) @ $24.0,Code 1305771 | Calc: $24.0 * 1.02 (GRI) = $24.48
1865,7326250421,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,129.2,120.44,tvs,"DM_CE_WHITEGLOVE_LARGE_PAID, QN65LS03FWFXZA",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,129.2,-0.0,12th Amd (Pg 3): TV Threshold 100-125 Miles @ $126.67,Size: 65-inch | Calc: 1 Unit: $126.67 * 1.02 (GRI) = $129.2
1866,7326453600,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,11.28,ranges,"NSE6DB830012AA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1867,7326453600,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,11.28,ranges,"NSE6DB830012AA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1868,7326251159,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,21.4,"refrigerators, washers","HA-HAUL-AWY, DM_HA_STANDARD, WA54CG7105AWUS, HA-INST-WAS00",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1869,7326251159,1305771,Installation Fee,installation,White Glove,17.03,21.4,"refrigerators, washers","HA-HAUL-AWY, DM_HA_STANDARD, WA54CG7105AWUS, HA-INST-WAS00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1870,7326251159,1305780,Unknown,Unknown,Unknown,20.42,21.4,"refrigerators, washers","HA-HAUL-AWY, DM_HA_STANDARD, WA54CG7105AWUS, HA-INST-WAS00",,,SKIPPED,,0.0,0.0,,
1871,7326251159,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,21.4,"refrigerators, washers","HA-HAUL-AWY, DM_HA_STANDARD, WA54CG7105AWUS, HA-INST-WAS00",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1872,7326251156,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,13.63,tvs,"QN85QN90FAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1873,7326251156,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,13.63,tvs,"QN85QN90FAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 85-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1874,7326460473,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,20.12,refrigerators,"RF23DB9900QDAA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1875,7326460473,1305771,Installation Fee,installation,White Glove,17.03,20.12,refrigerators,"RF23DB9900QDAA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1876,7326460473,1305780,Unknown,Unknown,Unknown,20.42,20.12,refrigerators,"RF23DB9900QDAA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,SKIPPED,,0.0,0.0,,
1877,7326460473,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,20.12,refrigerators,"RF23DB9900QDAA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1878,7326437468,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,24.09,"microwaves, refrigerators, ranges","NSE6DB830012AA, RF29BB860012AA, HA-INST-RNG0E, ME21DB670012AA, DM_HA_STANDARD, HA-INST-MWO00",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1879,7326437468,1305772,Installation Fee,installation,Complex Install ≤ 125 Mi,85.1,24.09,"microwaves, refrigerators, ranges","NSE6DB830012AA, RF29BB860012AA, HA-INST-RNG0E, ME21DB670012AA, DM_HA_STANDARD, HA-INST-MWO00",,,SKIPPED,,0.0,0.0,,
1880,7326437468,1305771,Installation Fee,installation,White Glove,30.65,24.09,"microwaves, refrigerators, ranges","NSE6DB830012AA, RF29BB860012AA, HA-INST-RNG0E, ME21DB670012AA, DM_HA_STANDARD, HA-INST-MWO00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
1881,7326437468,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,24.09,"microwaves, refrigerators, ranges","NSE6DB830012AA, RF29BB860012AA, HA-INST-RNG0E, ME21DB670012AA, DM_HA_STANDARD, HA-INST-MWO00",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1882,7326251625,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.82,161.98,tvs,"QN65QEF1AFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.82,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($159.81) = $19.82
1883,7326251625,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,159.81,161.98,tvs,"QN65QEF1AFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,159.81,-0.0,12th Amd (Pg 3): TV Threshold 150-175 Miles @ $156.68,Size: 65-inch | Calc: 1 Unit: $156.68 * 1.02 (GRI) = $159.81
1884,7326243974,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,32.55,tvs,QN75LS03FWFXZA,75-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
1885,7326243974,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,32.55,tvs,QN75LS03FWFXZA,75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 75-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
1886,7326461938,1002782,Truck Freight Charge,freight,Limited Access (Special Facility),61.2,68.46,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1887,7326461938,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,68.46,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1888,7326461938,1305771,Installation Fee,installation,White Glove,17.03,68.46,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1889,7326461938,1305780,Unknown,Unknown,Unknown,20.42,68.46,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1890,7326461938,1305780,Unknown,Unknown,Unknown,20.42,68.46,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1891,7326461938,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,68.46,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1892,7326251076,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,16.19,29.02,tvs,"QN65LS03FAFXZA, QN85QN1EFAFXZA, DM_CE_STANDARD_LARGE",65-inch,2,MATCH (FSA),FSA_12thAmd_Table,16.19,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($130.6) = $16.19
1893,7326251076,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,130.6,29.02,tvs,"QN65LS03FAFXZA, QN85QN1EFAFXZA, DM_CE_STANDARD_LARGE",65-inch,2,MATCH (TV Threshold),TV_Threshold_12thAmd,130.6,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 65-inch | Qty: 2 | Calc: 1 Unit: $98.04 + 1 * Acc $30 * 1.02 (GRI) = $130.6
1894,7326441194,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,27.29,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1895,7326441194,1305771,Installation Fee,installation,White Glove,17.03,27.29,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1896,7326441194,1305780,Unknown,Unknown,Unknown,20.42,27.29,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1897,7326441194,1305780,Unknown,Unknown,Unknown,20.42,27.29,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1898,7326441194,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,27.29,"home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1899,7326251080,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,14.53,15.9,tvs,"QN55Q7FAAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,14.53,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($24.48 + $92.67) = $14.53
1900,7326251080,1305771,Installation Fee,installation,White Glove,24.48,15.9,tvs,"QN55Q7FAAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",55-inch,1,MATCH (White Glove),TV_WhiteGlove_12thAmd,24.48,0.0,12th Amd (Pg 3): White Glove (TV) @ $24.0,Code 1305771 | Calc: $24.0 * 1.02 (GRI) = $24.48
1901,7326251080,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,15.9,tvs,"QN55Q7FAAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 55-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1902,7326253656,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,26.0,tvs,"DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
1903,7326253656,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,26.0,tvs,"DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 75-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
1904,7326253811,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,18.21,96.21,tvs,"QN85QN90FAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",85-inch,1,MATCH (FSA),FSA_12thAmd_Table,18.21,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($24.48 + $122.36) = $18.21
1905,7326253811,1305771,Installation Fee,installation,White Glove,24.48,96.21,tvs,"QN85QN90FAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",85-inch,1,MATCH (White Glove),TV_WhiteGlove_12thAmd,24.48,0.0,12th Amd (Pg 3): White Glove (TV) @ $24.0,Code 1305771 | Calc: $24.0 * 1.02 (GRI) = $24.48
1906,7326253811,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,96.21,tvs,"QN85QN90FAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",85-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Size: 85-inch | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36
1907,7326412354,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,22.06,"refrigerators, washers, dryers","WA55A7300AE/US, HA-HAUL-AWY, HA-INST-WAS00, DVG55A7300E/A3, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1908,7326412354,1305771,Installation Fee,installation,White Glove,30.65,22.06,"refrigerators, washers, dryers","WA55A7300AE/US, HA-HAUL-AWY, HA-INST-WAS00, DVG55A7300E/A3, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
1909,7326412354,1305780,Unknown,Unknown,Unknown,20.42,22.06,"refrigerators, washers, dryers","WA55A7300AE/US, HA-HAUL-AWY, HA-INST-WAS00, DVG55A7300E/A3, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1910,7326412354,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,22.06,"refrigerators, washers, dryers","WA55A7300AE/US, HA-HAUL-AWY, HA-INST-WAS00, DVG55A7300E/A3, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1911,7326262406,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,13.66,51.71,tvs,"QN75QN90FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,13.66,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($110.18) = $13.66
1912,7326262406,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,110.18,51.71,tvs,"QN75QN90FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,110.18,-0.0,12th Amd (Pg 3): TV Threshold 50-75 Miles @ $108.02,Size: 75-inch | Calc: 1 Unit: $108.02 * 1.02 (GRI) = $110.18
1913,7326262407,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.82,155.71,tvs,"QN75QEF1AFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.82,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($159.81) = $19.82
1914,7326262407,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,159.81,155.71,tvs,"QN75QEF1AFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,159.81,-0.0,12th Amd (Pg 3): TV Threshold 150-175 Miles @ $156.68,Size: 75-inch | Calc: 1 Unit: $156.68 * 1.02 (GRI) = $159.81
1915,7326444050,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,17.02,refrigerators,"HA-HAUL-AWY, RF90F29AECEAA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
