po_id,do_id,sku_id,line_item_status,order_status,product_family,product_division,display_name,product_type,index,id,score
SA307734443,7326382248,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,5eeb1a7d-0fde-469e-8b9c-f00878003fa3,1.0
SA506590093,7326262406,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,469cff82-4028-4494-bc03-2792cdd6c2ae,1.0
SA506590093,7326262406,QN75QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,9cbf7f5c-b1b3-4936-a51d-849d3bd5308e,1.0
SA056105716,7326294220,QN77S90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"77"" Class OLED S90F 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,3c8d44d5-aa46-49c6-982e-cac53b13c351,1.0
SA056105716,7326294220,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,938703c0-e2d2-4b8f-8afe-aa8e343ffeca,1.0
SA308474197,7326298658,QN100QN80FFXZA,Delivered,Delivered,tvs,televisions-home-theater,"100"" Class Neo QLED 4K QN80F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,32d99dc7-f812-4c01-ae98-43973feef818,1.0
SA308108485,7326615080,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,e4b8b150-8bf3-473a-a133-10bbc11c6459,1.0
SA068903659,7326253656,QN75LS03FWFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,5bedc47f-a07e-4967-8ccf-75c0dfb03339,1.0
SA530864996,7326500620,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,8dc709fd-9fb7-469d-ba82-331943eecd42,1.0
SA057452750,7326444048,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,d9f445e4-7dbf-4361-98ef-6f03aea44abf,1.0
SA130340073,7326483485,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,f99c36c3-b226-4b63-b4cf-9ee0fe705bb1,1.0
SA032344083,7326433203,DM_CE_STANDARD_LARGE,Delivered,PartiallyDelivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,09c602f4-5843-4b32-ac2c-c29054181f77,1.0
SA101948871,7326520478,QN65QN1EFAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN1EF Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,f6b25452-ea4a-47a6-8801-dc8e4ecbf68c,1.0
SA355373086,7326515790,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202601,9f5046a7-cf3c-4d51-9165-88818f5b8bea,1.0
SA165819581,7326495154,DM_CE_WHITEGLOVE_LARGE_PAID,Delivered,Delivered,,,White Glove,Delivery,usa-order-line-item-feed-v5.0.0-202601,18762f29-c2a9-4e57-afa9-a9b6aa0ee948,1.0
SA034745469,7326527056,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,f7947271-a50e-4399-aa41-77544448536c,1.0
SA353824571,7326485042,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202601,360c913f-3271-42d1-b74b-d1a6d5803734,1.0
SA061670740,7326297679,NX-AB5900RS/AA,Delivered,Delivered,home-appliances-accessories,home-appliances,9” Backguard for 30” Slide in Range in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202601,4197a988-10d0-40fa-9ea1-787122dbbf0a,1.0
SA537953080,7326464478,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202601,a98acf38-2a06-444f-b6b1-7801fd4464c2,1.0
SA554291266,7326721605,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202601,7d8245f8-5bce-4878-addb-46125018f5ca,1.0
SA155139713,7326547753,QN65LS03FWFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,bb37fd4e-1de0-4e73-9e73-feb8784666ca,1.0
SA058529376,7326529787,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,aebd307c-75e2-4218-a2e4-685d75dc07b7,1.0
SA168999340,7326469786,QN65QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,fc1b29b9-b54c-46e2-810c-49a3424f0526,1.0
SA008482548,7326274680,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202601,e41bc790-a778-44ab-a254-5a6f82012f76,1.0
SA166332791,7326520476,L-INST/A1-EQ55,Delivered,Delivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202601,356433e4-a010-4617-9ceb-04e36b219165,1.0
SA554641473,7326111638,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,3534475e-d739-4d15-90ec-7cbeeea3c6ac,1.0
SA133439063,7326243974,QN75LS03FWFXZA,ReplacementDelivered,Delivered,tvs,televisions-home-theater,"75"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,81171383-c481-4dd5-8812-9206e0c602b7,1.0
SA554653371,7326128232,QN65QN1EFAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class Neo QLED 4K QN1EF Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,30d839d3-27fa-45be-aa58-383a5c3f0a9f,1.0
SA354699670,7325988111,DM_HA_STANDARD,Delivered,PartiallyDelivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,f83fad01-5198-47c4-b8a9-dbcf3853b6a0,1.0
SA356003061,7325954174,HA-INST-BESPOKE00,Delivered,Delivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202512,4c2ccce7-a4b7-4810-bc61-dc270456ede4,1.0
SA338791793,7326134121,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,a2c45def-2974-4d53-b3aa-a334604111e0,1.0
SA338791793,7326134121,WA52DG5500AWUS,Delivered,Delivered,washers,home-appliances,5.2 cu. ft. WA5500D Top load Washer With Large Capacity (5.2 cu. ft.) and Super Speed,Physical,usa-order-line-item-feed-v5.0.0-202512,2e5f0f0d-74fd-49b4-a28b-9c4d704d3946,1.0
SA338791793,7326134121,HA-INST-DRY0E,Delivered,Delivered,dryers,home-appliances,Install Dryer – Electric,Installation,usa-order-line-item-feed-v5.0.0-202512,83743f1d-0a1e-43ce-802b-44e3f78d9698,1.0
SA338791793,7326134121,DVE55CG7100WA3,Delivered,Delivered,dryers,home-appliances,7.4 cu. ft. Smart Electric Dryer with Steam Sanitize+ in White,Physical,usa-order-line-item-feed-v5.0.0-202512,ac41f10f-12e8-40b0-b501-cd95cec32410,1.0
SA135043416,7325769851,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,f307152e-30eb-4171-abd2-a864da5c9446,1.0
SA134884493,7324644076,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,c11af10e-d8e7-40cb-9e34-52d7acb8f6ed,1.0
SA564431403,7325967193,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,d2a7ba5e-ed47-4843-bd01-59a587660107,1.0
SA533765580,7325449363,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,f3ac371f-892e-43d3-ba13-0f23e564a547,1.0
SA508577883,7326140310,NSI6DB990012AA,Delivered,Delivered,ranges,home-appliances,Bespoke 6.3 cu. ft. Smart Slide-In Induction Range with AI Home & Smart Oven Camera in White Glass,Physical,usa-order-line-item-feed-v5.0.0-202512,ecba6033-8782-421e-9f8e-6adf2bc19d7d,1.0
SA000230073,7326246695,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,0830e4d8-3e67-4cd2-a86c-565c08b3642c,1.0
SA000230073,7326246695,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,f4328854-8053-41c5-9b49-6bbc034c5e8e,1.0
SA053752076,7325891140,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,2bf20228-f7f8-45c1-ac09-b096a64f9424,1.0
SA004166696,7325896658,QN65S95FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class OLED S95F 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,0bb21e84-5bb1-4233-a2b6-c213d36c743d,1.0
SA304731933,7325864046,QN75QN1EFAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN1EF Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,c63461c8-af8f-4dd3-9c29-86407462ca35,1.0
SA567619880,7324723128,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,5f0b06bc-8673-4f7c-bb34-f18e4dd620af,1.0
SA309485856,7325189926,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,fb782d2f-efaa-4984-aade-0c29094e5cc0,1.0
SA037599490,7326459428,RF90F23AEWAA,Delivered,Delivered,refrigerators,home-appliances,Bespoke 23 cu. ft. Counter Depth 4-Door French Door Refrigerator with AI Family Hub™+ AI Vision Inside™ in White Glass,Physical,usa-order-line-item-feed-v5.0.0-202512,78951816-637b-417a-9eba-45545f221767,1.0
SA037599490,7326459428,DW80CB545012AA,Delivered,Delivered,dishwashers,home-appliances,Bespoke AutoRelease Smart 46dBA Dishwasher with StormWash™ in White Glass,Physical,usa-order-line-item-feed-v5.0.0-202512,a9709791-7c86-4805-b704-497f44c4b947,1.0
SA302265670,7326461938,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,14be6351-44df-4771-a9e8-c93272507f0d,1.0
SA354162890,7326134117,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,540e0557-8198-4d79-9f18-0c017fa833fa,1.0
SA354162890,7326134117,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,8670ee8f-86ee-468c-9237-4442f78321e1,1.0
SA538666004,7326437468,HA-INST-RNG0E,Delivered,Delivered,ranges,home-appliances,Install Appliance - Electric,Installation,usa-order-line-item-feed-v5.0.0-202512,5201245b-243f-45b5-8a73-09790b53285d,1.0
SA538666004,7326437468,HA-INST-MWO00,Delivered,Delivered,microwaves,home-appliances,Install Microwave - OTR,Installation,usa-order-line-item-feed-v5.0.0-202512,04fd95f3-7b69-4402-9323-6c210f743456,1.0
SA538666004,7326437468,ME21DB670012AA,Delivered,Delivered,microwaves,home-appliances,Bespoke 2.1 cu. ft. Over-the-Range Microwave with Auto Dimming Glass Touch Controls in White Glass,Physical,usa-order-line-item-feed-v5.0.0-202512,54bcb4d8-3f14-4759-96c2-c423d89a10f4,1.0
SA330211570,7325960642,HA-INST-MWO00,Delivered,Delivered,microwaves,home-appliances,Install Microwave - OTR,Installation,usa-order-line-item-feed-v5.0.0-202512,e46dd8ef-e4f3-4509-832d-d0f2db608231,1.0
SA007884071,7326150160,NX-AB5400RB/AA,Delivered,Delivered,home-appliances-accessories,home-appliances,Backguard for 30” Slide in Range in Black,Physical,usa-order-line-item-feed-v5.0.0-202512,4bd91e0f-ff25-426a-8b18-b293b7edc5bd,1.0
SA550322686,7326439178,NX60A6111SS/AA,Delivered,Delivered,ranges,home-appliances,6.0 cu. ft. Smart Freestanding Gas Range with Integrated Griddle in Stainless Steel,Physical,usa-order-line-item-feed-v5.0.0-202512,b150166d-f4da-4850-855f-6e2a073f8580,1.0
SA336874491,7326518263,HA-INST-DSH00,Delivered,Delivered,dishwashers,home-appliances,Install Dishwasher,Installation,usa-order-line-item-feed-v5.0.0-202512,bf83911c-63fb-46d1-88da-10c161350a4c,1.0
SA338896570,7325959118,HA-INST-WAS00,Delivered,Delivered,washers,home-appliances,Install Washer,Installation,usa-order-line-item-feed-v5.0.0-202512,cffe6a27-9b62-4d70-9517-4e4cc6edf1d4,1.0
SA338896570,7325959118,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,9fbb3f15-efa9-4d11-a36a-0686101a6771,1.0
SA051416293,7326236791,NV51CB700D12AA,Delivered,Delivered,wall-ovens,home-appliances," Bespoke 30"" White Glass Double Wall Oven with AI Pro Cooking™ Camera",Physical,usa-order-line-item-feed-v5.0.0-202512,2b535e79-4fd4-4d08-86d7-57777dc213e4,1.0
SA501930180,7325769264,QN85QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"85"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,682a3858-a731-4e64-82d3-07c6d0299320,1.0
SA108585776,7326044616,QN55Q7FAAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"55"" Class QLED Q7F 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,78bd40f2-19de-40aa-8122-a36a8208e00b,1.0
SA530204711,7326231023,HA-INST-DSH00,Delivered,Delivered,dishwashers,home-appliances,Install Dishwasher,Installation,usa-order-line-item-feed-v5.0.0-202512,cddd3b6d-8e9b-4901-bc22-08620d318c85,1.0
SA504154190,7326453600,NSE6DB830012AA,Delivered,Delivered,ranges,home-appliances,Bespoke 6.3 cu. ft. Smart Slide-In Electric Range with Air Fry & Precision Knobs in White Glass,Physical,usa-order-line-item-feed-v5.0.0-202512,3a45034d-42d9-4275-9f35-f0c1d6a0506e,1.0
SA036566493,7325988216,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,6ad50270-c115-4e88-8fe2-430b226cf444,1.0
SA009792363,7326032432,DM_CE_STANDARD_LARGE,Delivered,PartiallyDelivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,8a4f6c9b-6987-4674-9552-0941965a3b7a,1.0
SA532375276,7326117289,HA-INST-BESPOKE00,Shipped,PartiallyDelivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202512,563ae86a-a8d0-434e-a88b-c62bc340ed29,1.0
SA058144670,7326251159,WA54CG7105AWUS,Delivered,Delivered,washers,home-appliances,5.4 cu. ft. Extra-Large Capacity Smart Top Load Washer with ActiveWave™ Agitator and Super Speed Wash in White,Physical,usa-order-line-item-feed-v5.0.0-202512,c2189c02-bf6b-482e-873a-ccb57b21bf8c,1.0
SA033459273,7326115798,HA-INST-WAS00,Delivered,Delivered,washers,home-appliances,Install Washer,Installation,usa-order-line-item-feed-v5.0.0-202512,c4f12462-7830-4a0d-aa73-8c6200864d90,1.0
SA033459273,7326115798,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,e5c90bb1-65c7-4d37-84c1-912ff1cab680,1.0
SA536274601,7325246187,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,d8cfa5a1-829d-4658-ba19-4018314f641a,1.0
SA363479699,7326243952,L-INST/A1-EQ55,Delivered,Delivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202512,0bdef46f-311a-471d-a717-7018d593ebbc,1.0
SA555829471,7326437243,QN75QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,25053872-20d0-4619-8296-c8531443d949,1.0
SA555829471,7326436429,HA-INST-WAS00,Delivered,Delivered,washers,home-appliances,Install Washer,Installation,usa-order-line-item-feed-v5.0.0-202512,9c646c7a-8ea9-4a2b-bc79-5ddfa49ea272,1.0
SA056472441,7326495153,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,b11c18ee-8a44-4622-9519-cc6684410a82,1.0
SA508351190,7326531977,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,bb53bd59-ad76-4eca-8702-59a2ef0c7ff4,1.0
SA365797540,7326482530,WH46DBH100EWA3,Delivered,Delivered,washers,home-appliances,Bespoke AI Laundry Hub™ 4.6 cu. ft. Large Capacity Single Unit Washer with Steam Wash and 7.6 cu. ft. Electric Dryer in White,Physical,usa-order-line-item-feed-v5.0.0-202601,58b3b85b-c231-4d89-86bd-ac36620bb425,1.0
SA038304038,7326529136,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,41a8ee81-e392-4457-9a31-570af4e891ab,1.0
SA038304038,7326529136,QN75LS03FWFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,74ab8063-b683-431d-a938-4c8869a3ce4c,1.0
SA502722991,7326312271,QN55Q7FAAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"55"" Class QLED Q7F 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,f1b944f3-0fec-45cb-b251-5f7745beaa66,1.0
SA554291266,7326721605,HA-INST-WAS00,Delivered,Delivered,washers,home-appliances,Install Washer,Installation,usa-order-line-item-feed-v5.0.0-202601,81cc1d79-a11a-497a-8e93-df1851696ebf,1.0
SA131225850,7326547914,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,1d440b20-2962-4ee9-99db-790458b3f051,1.0
SA064770785,7326327373,QN65S95FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class OLED S95F 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,b644f382-f087-4ef7-b251-8a366d410f59,1.0
SA366960979,7326524544,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,31bb8b63-a067-410d-99c8-50f255e09d19,1.0
SA536024840,7326451326,HA-INST-WAS00,Delivered,Delivered,washers,home-appliances,Install Washer,Installation,usa-order-line-item-feed-v5.0.0-202601,eb9ec5af-bcac-45e6-86c8-477048b1a9d9,1.0
SA537430191,7326451327,HA-INST-DRY0E,Delivered,Delivered,dryers,home-appliances,Install Dryer – Electric,Installation,usa-order-line-item-feed-v5.0.0-202601,8e8307af-7501-4c84-ba7e-3e7ea331249e,1.0
SA537430191,7326451327,DVE52A5500W/A3,Delivered,Delivered,dryers,home-appliances,Front Load Electric Dryer,Physical,usa-order-line-item-feed-v5.0.0-202601,0a517651-091e-436c-bedb-08106a4764c3,1.0
SA537430191,7326451327,WA52DG5500AWUS,Delivered,Delivered,washers,home-appliances,5.2 cu. ft. WA5500D Top load Washer With Large Capacity (5.2 cu. ft.) and Super Speed,Physical,usa-order-line-item-feed-v5.0.0-202601,979d6428-ffd2-45cd-b886-0d558cc8dbad,1.0
SA501233576,7326288025,LS55CG970NNXGO,Delivered,Delivered,monitors,computing,"55"" Odyssey Ark 2nd Gen. 4K UHD 165Hz 1ms(GtG) Quantum Mini-LED Curved Gaming Screen",Physical,usa-order-line-item-feed-v5.0.0-202601,9784a036-df3a-4456-a5c5-cd83ac11d18b,1.0
SA164640157,7326440058,QN75QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,49287e13-39bc-4bb3-b212-a9d0515b7aa0,1.0
SA133871281,7326460468,QN65Q7FAAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class QLED Q7F 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,84bf5fda-4cd6-4a58-92b1-42d1398236fe,1.0
SA530864996,7326500620,QN85QEF1AFXZA,Delivered,Delivered,tvs,televisions-home-theater,"85"" Class QLED QEF1 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,08ea583c-17e4-4991-b252-5739501d048b,1.0
SA536384886,7326361199,QN65LS03FWFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202601,44d5f9a9-fe8a-4405-92af-8f05a4b87387,1.0
SA160149880,7326521717,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,ff91231c-4a1c-4223-ac9f-842e21ed7082,1.0
SA169757890,7326524573,HA-INST-BESPOKE00,Delivered,Delivered,refrigerators,home-appliances,Install Bespoke Refrigerator,Installation,usa-order-line-item-feed-v5.0.0-202601,6806a1e5-dd10-47f7-9e34-ef7d5f179313,1.0
SA506542881,7326382245,DM_CE_STANDARD_LARGE,Shipped,Shipped,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202601,d5088c41-3eca-49ee-a806-c491de9cce7b,1.0
SA100911711,7325189634,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202511,6bb54dca-543f-42e9-93f1-d97a1accca64,1.0
SA160492639,7324288957,QN75QN90FAFXZA,Delivered,PartiallyDelivered,tvs,televisions-home-theater,"75"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,f4c682a1-8857-423a-bf95-d8b403c22e79,1.0
SA135043416,7325769851,WA55A7300AE/US,Delivered,Delivered,washers,home-appliances,5.5 cu. ft. Extra-Large Capacity Smart Top Load Washer with Super Speed Wash in Ivory,Physical,usa-order-line-item-feed-v5.0.0-202512,b21207df-32c1-4661-b6df-4ec4f52961bb,1.0
SA168434486,7326247874,HA-INST-WAS00,Delivered,Delivered,washers,home-appliances,Install Washer,Installation,usa-order-line-item-feed-v5.0.0-202512,459fb8b4-a11a-4402-a1e0-1483aa4a5136,1.0
SA168434486,7326247874,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,4aae840b-d449-4744-a9cc-b7f948951e03,1.0
SA360291687,7326113916,LS55CG970NNXGO,Delivered,Delivered,monitors,computing,"55"" Odyssey Ark 2nd Gen. 4K UHD 165Hz 1ms(GtG) Quantum Mini-LED Curved Gaming Screen",Physical,usa-order-line-item-feed-v5.0.0-202512,1780593f-6fd6-4f9c-af70-aa591036ab80,1.0
SA569908581,7326251625,QN65QEF1AFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class QLED QEF1 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,13ac8d3c-b4f3-456d-87e8-e97db0a848f3,1.0
SA564431403,7325967193,HA-HAUL-AWY,Delivered,Delivered,refrigerators,home-appliances,Haul away Old Appliance,Installation,usa-order-line-item-feed-v5.0.0-202512,dc53d6dd-49c1-467e-9b72-d593b6c3f2ac,1.0
SA000230073,7326246695,WF53BB8900ADUS,Delivered,Delivered,washers,home-appliances,Bespoke 5.3 cu. ft. Ultra Capacity Front Load Washer with AI OptiWash™ and Auto Dispense in Brushed Navy,Physical,usa-order-line-item-feed-v5.0.0-202512,c758d82c-45af-4338-a26a-684c60d8580f,1.0
SA104141693,7326439156,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,136f71d7-dc23-4f6a-9f1e-5c20a490d061,1.0
SA158707676,7326239896,QN75QEF1AFXZA,Delivered,PartiallyDelivered,tvs,televisions-home-theater,"75"" Class QLED QEF1 4K Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,9f4b7b2f-3132-4737-8b5c-332295f10b58,1.0
SA330344431,7325769263,QN85QN90FAFXZA,Delivered,Delivered,tvs,televisions-home-theater,"85"" Class Neo QLED 4K QN90F Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,d057f475-85c3-4845-8546-89f1771b82d2,1.0
SA554186811,7326108609,DVE47CG3500WA3,Delivered,Delivered,dryers,home-appliances,7.4 cu. ft. Smart Electric Dryer with Sensor Dry in White,Physical,usa-order-line-item-feed-v5.0.0-202512,3302957f-73a0-4d0c-97db-37dc781bd0f6,1.0
SA336640426,7326461940,DM_HA_STANDARD,Delivered,Delivered,,,Home Delivery,Delivery,usa-order-line-item-feed-v5.0.0-202512,14a82f43-52af-4443-bab9-b957576fdee9,1.0
SA067437384,7325997776,DM_CE_STANDARD_LARGE,Delivered,Delivered,,,Standard,Delivery,usa-order-line-item-feed-v5.0.0-202512,c0e3e18f-414e-4507-a931-cdc78132562b,1.0
SA068018091,7325971526,WD90F53AVBUS,Delivered,Delivered,washers,home-appliances,5.3 cu. ft. Bespoke AI Laundry Vented Combo™ All-in-One Ultra Capacity Washer and Electric Dryer with AI Home in Brushed Black,Physical,usa-order-line-item-feed-v5.0.0-202512,2caec1a3-406a-4648-95c9-f6a17ec75e9a,1.0
SA563946813,7325864611,L-INST/A1-EQ55,Delivered,Delivered,television-home-theater-accessories,televisions-home-theater,Professional TV mounting,Installation,usa-order-line-item-feed-v5.0.0-202512,9232fb08-d944-4662-891c-1d5eb1efbb73,1.0
SA563946813,7325864611,QN65LS03FWFXZA,Delivered,Delivered,tvs,televisions-home-theater,"65"" Class The Frame Pro LS03FW Neo QLED 4K Art Mode Samsung Vision AI Smart TV (2025)",Physical,usa-order-line-item-feed-v5.0.0-202512,e1e06ef5-12a6-42e5-98c7-7263c614c347,1.0
